title,year,duration,rating,votes,img_url
Divertida Mente,2015,1h 35m,8.1,757K,https://m.media-amazon.com/images/M/MV5BOGQzMjI5MTctNzUwMC00OTJmLWJhYzUtNWRlYmQ3YmMzMWU1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Três Anúncios para um Crime,2017,1h 55m,8.1,538K,https://m.media-amazon.com/images/M/MV5BZjhiNGQwODMtMTA0ZS00OWQwLWFjNGEtNTE0MjY4NmY5ZDZhXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
A Ponte do Rio Kwai,1957,2h 41m,8.1,229K,https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX140_CR0
Trainspotting: Sem Limites,1996,1h 33m,8.1,711K,https://m.media-amazon.com/images/M/MV5BZDY5NTdjOTYtNTI2Yy00ODBlLWJiNmEtMTQwMTg1MTRhODg4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Fargo: Uma Comédia de Erros,1996,1h 38m,8.1,705K,https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR0
Guerreiro,2011,2h 20m,8.1,489K,https://m.media-amazon.com/images/M/MV5BZDI1YzliOTEtYzgxYi00NDJhLTlmYTUtY2FjOWZmMmI2ODZhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Gran Torino,2008,1h 56m,8.1,800K,https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_QL75_UY207_CR0
Prenda-me se for Capaz,2002,2h 21m,8.1,1.1M,https://m.media-amazon.com/images/M/MV5BN2E4OWRkZDctNTNhMi00MTQzLTg1MDQtNGYyZDE5NTkxMThiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR10
Meu Amigo Totoro,1988,1h 26m,8.1,363K,https://m.media-amazon.com/images/M/MV5BZWEwZmYxNTEtNmExMi00ZWExLWI0MTYtOTM3ZTIxZDk1MmZmXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY207_CR3
Menina de Ouro,2004,2h 12m,8.1,709K,https://m.media-amazon.com/images/M/MV5BOTY1MWEzYzQtMTUwNy00MTk2LWI5MDMtNTA5NTY5MzY3Zjc3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
Klaus,2019,1h 36m,8.2,173K,https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0
Harry Potter e as Relíquias da Morte - Parte 2,2011,2h 10m,8.1,920K,https://m.media-amazon.com/images/M/MV5BOWNlZDEyZTktOTE0ZS00Mjc1LTg2OWEtODVjOWY3Yjc3OThiXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UY207_CR2
Filhos do Paraíso,1997,1h 29m,8.2,79K,https://m.media-amazon.com/images/M/MV5BZmY2ZWNmNjUtZmIwZC00M2Q0LWE1MGMtNjVkNTNjNTA4NWZkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR2
Blade Runner: O Caçador de Androides,1982,1h 57m,8.1,803K,https://m.media-amazon.com/images/M/MV5BNjIwZTVkOWMtNTk0My00NDRkLWI3ZDktOWMzOWRmOGViMzBkXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
12 Anos de Escravidão,2013,2h 14m,8.1,727K,https://m.media-amazon.com/images/M/MV5BMGUzNmY2MzMtNjYzOS00ZTMyLWFiMTctZTAwNzczZjE1OWRjXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
Antes do Amanhecer,1995,1h 41m,8.1,329K,https://m.media-amazon.com/images/M/MV5BMDEwYjkxZTgtZDcwYy00NTI5LTllMTktMDI3NmY2NGNlYzU0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
O Grande Hotel Budapeste,2014,1h 39m,8.1,861K,https://m.media-amazon.com/images/M/MV5BNGE0YjdkOWMtYzA2ZS00NTJlLWE3NTYtODI3YjUzZmFkYTViXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR1
Em Busca do Ouro,1925,1h 35m,8.1,116K,https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY207_CR6
Ben-Hur,1959,3h 32m,8.1,249K,https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0
Garota Exemplar,2014,2h 29m,8.1,1M,https://m.media-amazon.com/images/M/MV5BY2UwMWYzZjEtZjQyZS00MmQ0LTg5ZmItNDEyNDg3ZDdjMWQ5XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
Barry Lyndon,1975,3h 5m,8.1,178K,https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
Sindicato de Ladrões,1954,1h 48m,8.1,161K,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0
Até o Último Homem,2016,2h 19m,8.1,570K,https://m.media-amazon.com/images/M/MV5BY2U4ZjdiOWMtZDVlNy00ZWUyLTlkZWYtZjRjOWU0YzBmYTcyXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Em Nome do Pai,1993,2h 13m,8.1,183K,https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
Memórias de um Assassino,2003,2h 11m,8.1,205K,https://m.media-amazon.com/images/M/MV5BZGExZTdiYzktMDk3Mi00N2U2LThiMWMtZjZiNDcxMmU2MDM5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
A General,1926,1h 18m,8.1,96K,https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
O Franco Atirador,1978,3h 3m,8.1,353K,https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR0
Morangos Silvestres,1957,1h 31m,8.1,112K,https://m.media-amazon.com/images/M/MV5BZWQ0YzM3MTUtOGQ5YS00ZGY0LWIzMTUtY2JmNGFmMWE0MTczXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
O 3º Homem,1949,1h 44m,8.1,178K,https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0
Relatos Selvagens,2014,2h 2m,8.1,210K,https://m.media-amazon.com/images/M/MV5BODVkZjVjMGYtYzY3NS00YzBkLWE4NDEtODc4YmJlODRmNTI1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR1
O Salário do Medo,1953,2h 11m,8.2,65K,https://m.media-amazon.com/images/M/MV5BMTIwZWMzOTQtZTJjYy00ZTYwLThlODEtNjkxNzhiNGU0MWQ5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Bancando o Águia,1924,45m,8.2,54K,https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0
Sociedade dos Poetas Mortos,1989,2h 8m,8.1,524K,https://m.media-amazon.com/images/M/MV5BMDhhMzA0YmItODRiZi00ZTYxLWE3YzgtNmUxZmQ0NGVhNWI0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
Mad Max: Estrada da Fúria,2015,2h,8.1,1.1M,https://m.media-amazon.com/images/M/MV5BNTA2ZTM0MGEtMWRkNC00ZTRkLWI1MTEtZjYzMzJhZTNiOTU2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
A Mulher Faz o Homem,1939,2h 9m,8.1,119K,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0
Monstros SA,2001,1h 32m,8.1,952K,https://m.media-amazon.com/images/M/MV5BZGViZDY3N2QtNTU1OS00NTkzLWJlZGMtYzE3NDEyMDQxNmYzXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY207_CR5
Tubarão,1975,2h 4m,8.1,642K,https://m.media-amazon.com/images/M/MV5BNWJiMGQ5YTQtZDk2Mi00ZDExLTgzMGUtM2M2ODVkYmNlYWJkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Como Treinar o Seu Dragão,2010,1h 38m,8.1,778K,https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX140_CR0
Mary e Max: Uma Amizade Diferente,2009,1h 32m,8.1,183K,https://m.media-amazon.com/images/M/MV5BNGFiMjFjYjMtYjExOC00NzU2LTk2ZTItMjA0Njc2ZjFiNjRhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
O Sétimo Selo,1957,1h 36m,8.1,194K,https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY207_CR1
O Quarto de Jack,2015,1h 58m,8.1,440K,https://m.media-amazon.com/images/M/MV5BZTBlM2RlMWMtMDNmNi00MzE1LTgxOTMtZTM3MDJiYWE3NzMxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR1
Ford vs Ferrari,2019,2h 32m,8.1,440K,https://m.media-amazon.com/images/M/MV5BMzliNDUxMDMtYjM4Ny00Y2U2LWE4ZTUtNTE3MjhmNWQ5YTFkXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UX140_CR0
O Grande Lebowski,1998,1h 57m,8.1,841K,https://m.media-amazon.com/images/M/MV5BMDQxOTk1YmUtNDg3NC00ZGY5LTkzYTUtOTExMDgzMzE0YTUzXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR7
Era uma Vez em Tóquio,1953,2h 16m,8.1,66K,https://m.media-amazon.com/images/M/MV5BZmQwYmRmOTgtYmNjZC00NGZkLTg0ZGItMWMwY2ExMDllYWRiXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UY207_CR3
Ratatouille,2007,1h 51m,8.1,792K,https://m.media-amazon.com/images/M/MV5BMjdkM2Y5YTEtNDgyYS00YzU2LTgwYjQtNjQxOGYwYTRmMzNmXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR1
Rocky: Um Lutador,1976,2h,8.1,612K,https://m.media-amazon.com/images/M/MV5BZGJhOTdkZWMtNmIyYi00NDY4LThiODUtNWIxNTIyYmNhN2FmXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
Hotel Ruanda,2004,2h 1m,8.1,366K,https://m.media-amazon.com/images/M/MV5BMDA2ODZhYTktMjI3MC00N2NlLTk5ZjgtNGQ1OGI1MWIyOTk0XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Logan,2017,2h 17m,8.1,806K,https://m.media-amazon.com/images/M/MV5BYThiM2VjYWItM2NlYi00NDk3LTk2YjItYTg4OGM3YWE5MWI2XkEyXkFqcGdeQXVyNjczOTE0MzM@._V1_QL75_UX140_CR0
O Martírio de Joana DArc,1928,1h 50m,8.1,59K,https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0
Spotlight: Segredos Revelados,2015,2h 9m,8.1,491K,https://m.media-amazon.com/images/M/MV5BMWQyMTU5NTctNGVmZS00ZDlkLTkwZTAtYmRmNjZiYmVkNzM1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR1
Platoon,1986,2h,8.1,430K,https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0
O Exterminador do Futuro,1984,1h 47m,8.1,903K,https://m.media-amazon.com/images/M/MV5BMTY5YjIwNTEtZDU3NS00ZGIxLWFmNzQtY2E2MWQyMjQ1NmE5XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_QL75_UX140_CR0
Jai Bhim,2021,2h 44m,8.8,211K,https://m.media-amazon.com/images/M/MV5BNzFkM2FhMzQtYjUwZi00N2Y3LWFkZWItMmZmMjQxNGQwZmNhXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_QL75_UY207_CR13
Antes do Pôr do Sol,2004,1h 20m,8.1,280K,https://m.media-amazon.com/images/M/MV5BNWJlZTU1M2ItNjRmOC00ZDMwLTlkMzMtMzQxMmZhZjA1ZWIwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
Rush: No Limite da Emoção,2013,2h 3m,8.1,501K,https://m.media-amazon.com/images/M/MV5BNzUyYTZmMzUtYTY2ZC00NDE5LTk5ZjYtODhmN2QyOWY2MWE1XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR1
Rede de Intrigas,1976,2h 1m,8.1,166K,https://m.media-amazon.com/images/M/MV5BNzY0NjU5ODUtOTAzMC00NTU5LWJkZjctYWMyOWY2MTZmOWM1XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_QL75_UX140_CR0
Conta Comigo,1986,1h 29m,8.1,428K,https://m.media-amazon.com/images/M/MV5BNWVlY2M1ZGYtNDRjMy00YjM4LThkMzUtZTQ4NzdjNGVjNTkxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Os Melhores Anos de Nossa Vida,1946,2h 50m,8.1,69K,https://m.media-amazon.com/images/M/MV5BZjU4MDc0NDItM2I1Ni00MGJiLTg1ZWUtMDY3NmJkNjk3YzQ1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4
O Exorcista,1973,2h 2m,8.1,438K,https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
O Ódio,1995,1h 38m,8.1,188K,https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
O Mágico de Oz,1939,1h 42m,8.1,418K,https://m.media-amazon.com/images/M/MV5BMmVmODk3YWItNTg1Zi00OThhLThiZTEtN2RiNTAyNGUxNjE3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR2
Piratas do Caribe: A Maldição do Pérola Negra,2003,2h 23m,8.1,1.2M,https://m.media-amazon.com/images/M/MV5BNmI3MzhjOGMtMTAyOS00YzI0LThhOTEtZWEyMDAyOGVhNmMwXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR2
Na Natureza Selvagem,2007,2h 28m,8.1,645K,https://m.media-amazon.com/images/M/MV5BZTk4NTIxMDgtYmMxOS00ZDYzLWI2ZWQtZDM2NDhiYmMyNjJhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR5
Os Incríveis,2004,1h 55m,8.0,782K,https://m.media-amazon.com/images/M/MV5BNDAwM2U3MzMtMjkxYS00MGIwLWI3NDktNDk4NjM3YTkxNzI4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
Ser ou Não Ser,1942,1h 39m,8.2,41K,https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_QL75_UX140_CR0
Sempre ao Seu Lado,2009,1h 33m,8.1,302K,https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR3
A Criada,2016,2h 25m,8.1,164K,https://m.media-amazon.com/images/M/MV5BY2JjYjYwYTUtZjNkYi00MjgzLTliYjEtMWQ4YjdhNDFkNzUyXkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_QL75_UY207_CR2
A Batalha de Argel,1966,2h 1m,8.1,64K,https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
Feitiço do Tempo,1993,1h 41m,8.0,664K,https://m.media-amazon.com/images/M/MV5BYjdmYjY5NDgtZWQ2OC00MWYzLWE4NDgtMTg0ZGE1OTY0NTkxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3
Meu Pai e Meu Filho,2005,1h 52m,8.2,90K,https://m.media-amazon.com/images/M/MV5BNzEzMWYyYjEtNmVjZS00YTAyLWIyOTgtMzEzNzQxMTQzZTgwXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0
As Vinhas da Ira,1940,2h 9m,8.1,98K,https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0
Amores Brutos,2000,2h 34m,8.1,249K,https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
"Rebecca, a Mulher Inesquecível",1940,2h 10m,8.1,143K,https://m.media-amazon.com/images/M/MV5BZDY1ZDFkNjAtMTIyYy00YWY3LWIyNjMtOTRkOTIzYmEzZjg2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX140_CR0
A Noviça Rebelde,1965,2h 52m,8.1,250K,https://m.media-amazon.com/images/M/MV5BYjg3ODVmNzItOWJhZS00MjYyLWFlMDItNTgxMjhmZGNhNmNhXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR18
Rebeldia Indomável,1967,2h 7m,8.1,185K,https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
A Canção da Estrada,1955,2h 5m,8.2,36K,https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX140_CR0
O Gigante de Ferro,1999,1h 26m,8.1,217K,https://m.media-amazon.com/images/M/MV5BYzBjZTNkMzQtZmNkOC00Yzk0LTljMjktZjk3YWVlZjY3NTk2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0
Aconteceu Naquela Noite,1934,1h 45m,8.1,109K,https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0
Histórias Cruzadas,2011,2h 26m,8.1,481K,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_QL75_UX140_CR0
Os Incompreendidos,1959,1h 39m,8.1,125K,https://m.media-amazon.com/images/M/MV5BNzUwYzU2YjctOGM3YS00YjdiLTk1YjctZjdmMDY4ZTE1YWZkXkEyXkFqcGdeQXVyNzYxODE3NTQ@._V1_QL75_UY207_CR8
Quando Duas Mulheres Pecam,1966,1h 25m,8.1,127K,https://m.media-amazon.com/images/M/MV5BYmFlOTcxMWUtZTMzMi00NWIyLTkwOTEtNjIxNmViNzc2Yzc1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0
A Vida de Brian,1979,1h 34m,8.0,415K,https://m.media-amazon.com/images/M/MV5BMmZlNTc4ODMtMWVkZi00YzZiLWE2NGEtNGQ2YjllYWI3MWMzXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR4
Aladdin,1992,1h 30m,8.0,450K,https://m.media-amazon.com/images/M/MV5BZTg5ZTVmM2EtZjdhZC00MzBjLWEwZTYtNWIwZDczYzZkMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0
Gangues de Wasseypur,2012,5h 21m,8.2,101K,https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_QL75_UX140_CR0
